URL,Org Name,Reported Date,Update Notice,,,,,,,
https://ago.vermont.gov/blog/2020/03/10/choctaw-global-llc-notice-of-data-breach-to-consumers/,Choctaw Global LLC,3/10/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/09/eversana-life-sciences-services-notice-of-data-breach-to-consumers/,Eversana Life Sciences Services,3/9/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/06/doyle-wealth-management-notice-of-data-breach-to-consumers/,Doyle Wealth Management,3/6/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/06/meadville-medical-center-notice-of-data-breach-to-consumers/,Meadville Medical Center,3/6/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/06/department-of-commerce-federal-credit-union-notice-of-data-breach-to-consumers/,Department of Commerce Federal Credit Union,3/6/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/06/wichita-state-university-notice-of-data-breach-to-consumers/,Wichita State University,3/6/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/05/neals-yard-remedies-notice-of-data-breach-to-consumers/,Neal's Yard Remedies,3/5/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/03/positec-tool-corporation-notice-of-data-breach-to-consumers/,Positec Tool Corporation,3/3/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/03/02/bed-bath-beyond-notice-of-data-breach-to-consumers/,Bed Bath Beyond,3/2/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/28/railworks-corporation-notice-of-data-breach-to-consumers/,RailWorks Corporation,2/28/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/28/efaucets-com-hajoca-corp-notice-of-data-breach-to-consumers/,efaucets.com-Hajoca Corp,2/28/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/28/schwans-home-service-cygnus-home-service-notice-of-data-breach-to-consumers/,Schwans Home Service-Cygnus Home Service,2/28/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/25/pef-services-llc-notice-of-data-breach-to-consumers/,PEF Services LLC,2/25/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/25/aftra-retirement-fund-notice-of-data-breach-to-consumers/,AFTRA Retirement Fund,2/25/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/25/tablet-inc-breach-notice-of-data-breach-to-consumers/,Tablet Inc Breach,2/25/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/24/eastern-virginia-medical-school-notice-of-data-breach-to-consumers/,Eastern Virginia Medical School,2/24/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/24/boston-college-high-school-notice-of-data-breach-to-consumers/,Boston College High School,2/24/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/21/homeland-title-notice-of-data-breach-to-consumers/,Homeland Title,2/21/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/21/lancaster-archery-supply-notice-of-data-breach-to-consumers-2/,Lancaster Archery Supply,2/21/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/20/frobenius-conway-and-co-notice-of-data-breach-to-consumers/,Frobenius Conway and Co,2/20/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/20/ups-store-notice-of-data-breach-to-consumers/,UPS Store,2/20/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/20/bst-co-notice-of-data-breach-to-consumers/,BST & Co,2/20/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/20/the-roasterie-inc-notice-of-data-breach-to-consumers/,The Roasterie Inc,2/20/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/19/adp-notice-of-data-breach-to-consumers/,ADP,2/19/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/19/advocate-aurora-health-notice-of-data-breach-to-consumers/,Advocate Aurora Health,2/19/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/18/insurance-recovery-group-notice-of-data-breach-to-consumers/,Insurance Recovery Group,2/18/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/14/nch-healthcare-system-notice-of-data-breach-to-consumers/,NCH Healthcare System,2/14/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/14/aveanna-healthcare-notice-of-data-breach-to-consumers/,Aveanna Healthcare,2/14/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/06/altice-usa-inc-notice-of-data-breach-to-consumers/,Altice USA Inc,2/6/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/03/barnhill-contracting-company-notice-of-data-breach-to-consumers/,Barnhill Contracting Company,2/3/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/02/03/discover-notice-of-data-breach-to-consumers-11/,Discover,2/3/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/31/golden-entertainment-notice-of-data-breach-to-consumers/,Golden Entertainment,1/31/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/28/howard-center-notice-of-data-breach-to-consumers-3/,Howard Center,1/28/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/28/personal-touch-holding-corp-personal-touch-home-care-of-greater-portsmouth-notice-of-data-breach-to-consumers/,Personal Touch Holding Corp-Personal Touch Home Care of Greater Portsmouth,1/28/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/24/massey-services-inc-notice-of-data-breach-to-consumers/,Massey Services Inc,1/24/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/24/travel-tripper-notice-of-data-breach-to-consumers/,Travel Tripper,1/24/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/24/pacific-specialty-insurance-company-notice-of-data-breach-to-consumers/,Pacific Specialty Insurance Company,1/24/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/22/reva-inc-notice-of-data-breach-to-consumers/,REVA Inc,1/22/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/21/honeybee-health-sbn-to-consumers/,Honeybee Health,1/21/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/21/the-ups-store-sbn-to-consumers/,The UPS Store,1/21/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/21/sunshine-behavioral-health-notice-of-data-breach-to-consumers/,Sunshine Behavioral Health,1/21/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/17/j-d-england-notice-of-data-breach-to-consumers/,J.D. England,1/17/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/17/kayne-anderson-capital-advisors-notice-of-data-breach-to-consumers/,VDH,1/17/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/17/middlebury-college-notice-of-data-breach-to-consumers/,Middlebury College,1/17/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/15/william-blair-co-notice-of-data-breach-to-consumers/,William Blair & Co,1/15/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/15/city-of-bend-central-square-notice-of-data-breach-to-consumers/,"City of Bend (Central Square),",1/15/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/15/health-quest-systems-inc-notice-of-data-breach-to-consumers/,"Health Quest Systems, Inc.,",1/15/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/14/hanna-andersson-notice-of-data-breach-to-consumers/,Hanna Andersson,1/14/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/10/centralsquare-technologies-notice-of-data-breach-to-consumers/,CentralSquare Technologies,1/10/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/07/sw-payroll-services-dba-netchex-notice-of-data-breach-to-consumers/,S&W Payroll Services dba Netchex,1/7/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/03/landrys-inc-notice-of-data-breach-to-consumers/,"Landry's, Inc.,",1/3/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/03/evolucion-innovations-inc-notice-of-data-breach-to-consumers/,"Evolucion Innovations, Inc.,",1/3/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/03/nbkc-bank-notice-of-data-breach-to-consumers/,"NBKC Bank,",1/3/2020,,,,,,,,
https://ago.vermont.gov/blog/2020/01/02/imperfect-foods-inc-notice-of-data-breach-to-consumers/,"Imperfect Foods, Inc.,",1/2/2020,,,,,,,,
https://ago.vermont.gov/blog/2019/12/31/stripe-legalinc-notice-of-data-breach-to-consumers/,"Stripe-Legalinc,",12/31/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/30/north-park-university-notice-of-data-breach-to-consumers/,North Park University,12/30/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/30/freedom-innovations-notice-of-data-breach-to-consumers/,Freedom Innovations,12/30/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/27/equian-llc-notice-of-data-breach-to-consumers/,"Equian, LLC,",12/27/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/26/hello-tech-inc-notice-of-data-breach-to-consumers/,"Hello Tech, Inc.,",12/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/26/avid-technology-notice-of-data-breach-to-consumers/,Avid Technology,12/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/26/wawa-inc-notice-of-data-breach-to-consumers/,"Wawa, Inc.",12/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/23/sharespost-inc-notice-of-data-breach-to-consumers/,"SharesPost, Inc.,",12/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/20/jewish-social-service-agency-notice-of-data-breach-to-consumers/,Jewish Social Service Agency,12/20/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/19/moss-adams-notice-of-data-breach-to-consumers/,Moss Adams,12/19/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/17/george-paniculam-financial-planning-management-center-notice-of-data-breach-to-consumers/,George Paniculam-Financial Planning & Management Center,12/17/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/17/preservation-management-notice-of-data-breach-to-consumers/,Preservation Management,12/17/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/16/smokingpipes-com-notice-of-data-breach-to-consumers/,SmokingPipes.com,12/16/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/16/millennium-healthcare-group-notice-of-data-breach-to-consumers/,Millennium Healthcare Group,12/16/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/16/toondoo-com-jambav-inc-notice-of-data-breach-to-consumers/,ToonDoo.com-Jambav Inc,12/16/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/13/facebook-notice-of-data-breach-to-consumers/,"Facebook,",12/13/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/13/rooster-teeth-productions-llc-notice-of-data-breach-to-consumers/,"Rooster Teeth Productions, LLC,",12/13/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/13/sweaty-betty-ltd-notice-of-data-breach-to-consumers/,Sweaty Betty LTD,12/13/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/06/choice-hotels-international-notice-of-data-breach-to-consumers/,Choice Hotels International,12/6/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/05/cmg-cit-acquisition-dba-core-medical-group-notice-of-data-breach-to-consumers/,CMG CIT Acquisition dba Core Medical Group,12/5/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/04/ivy-rehab-network-notice-of-data-breach-to-consumers/,"Ivy Rehab Network,",12/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/04/city-of-new-bedford-massachusetts-notice-of-data-breach-to-consumers/,"City of New Bedford, Massachusetts,",12/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/04/the-ups-store-inc-notice-of-data-breach-to-consumers/,"The UPS Store, Inc.,",12/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/04/master-painters-institute-notice-of-data-breach-to-consumers/,"Master Painters Institute,",12/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/04/cjgo-fulfillment-inc-dba-coffeeam-notice-of-data-breach-to-consumers/,"CJGO Fulfillment, Inc., DBA CoffeeAM,",12/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/04/magellan-rx-management-subsidiary-of-magellan-health-inc-notice-of-data-breach-to-consumers/,"Magellan Rx Management, subsidiary of Magellan Health, Inc.,",12/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/12/03/macys-notice-of-data-breach-to-consumers-2/,Macys,12/3/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/22/woodman-and-eaton-notice-of-data-breach-to-consumers/,Woodman and Eaton,11/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/22/blauer-manufacturing-co-inc-notice-of-data-breach-to-consumers/,"Blauer Manufacturing Co., Inc.,",11/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/22/cadence-aerospace-notice-of-data-breach-to-consumers/,"Cadence Aerospace,",11/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/22/elizabeth-family-health-notice-of-data-breach-to-consumers/,Elizabeth Family Health,11/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/22/century-21-department-stores-llc-notice-of-data-breach-to-consumers/,"Century 21 Department Stores, LLC,",11/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/19/cah-holdings-inc-notice-of-data-breach-to-consumers/,"CAH Holdings, Inc.",11/19/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/18/drake-software-notice-of-data-breach-to-consumers/,Drake Software,11/18/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/15/u-s-xpress-enterprises-inc-notice-of-data-breach-to-consumers/,"U.S. Xpress Enterprises, Inc.",11/15/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/08/aegis-medical-group-notice-of-data-breach-to-consumers/,Aegis Medical Group,11/8/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/08/uvm-sbn-to-consumers/,UVM,11/8/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/08/yale-new-haven-health-sbn-to-consumers/,"Yale New Haven Health,",11/8/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/01/russell-brier-company-notice-of-data-breach-to-consumers/,Russell Brier & Company,11/1/2019,"Updated: July 30, 2018 Published: May 15, 2018",,,,,,,
https://ago.vermont.gov/blog/2019/11/01/south-florida-pbs-notice-of-data-breach-to-consumers/,South Florida PBS,11/1/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/11/01/juniata-college-notice-of-data-breach-to-consumers/,Juniata College,11/1/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/31/hy-vee-notice-of-data-breach-to-consumers/,Hy-Vee,10/31/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/30/epstein-schneider-notice-of-data-breach-to-consumers/,Epstein Schneider,10/30/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/29/sheltered-wings-notice-of-data-breach-to-consumers/,Sheltered Wings,10/29/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/28/discover-notice-of-data-breach-to-consumers-10/,Discover,10/28/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/28/auto-approve-llc-notice-of-data-breach-to-consumers/,Auto Approve LLC,10/28/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/27/sweetser-notice-of-data-breach-to-consumers/,Sweetser,10/27/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/25/bookshark-notice-of-data-breach-to-consumers/,BookShark,10/25/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/24/endicott-college-notice-of-data-breach-to-consumers/,Endicott College,10/24/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/23/ferro-corporation-notice-of-data-breach-to-consumers/,Ferro Corporation,10/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/21/granite-state-college-notice-of-data-breach-to-consumers/,Granite State College,10/21/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/18/levy-premium-foodservice-notice-of-data-breach-to-consumers/,Levy Premium Foodservice,10/18/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/17/eye-buy-notice-of-data-breach-to-consumers/,Eye Buy,10/17/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/15/princeton-insurance-agency-notice-of-data-breach-to-consumers/,Princeton Insurance Agency,10/15/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/15/pkf-notice-of-data-breach-to-consumers/,PKF,10/15/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/14/crichton-group-notice-of-data-breach-to-consumers/,Crichton Group,10/14/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/11/art-com-notice-of-data-breach-to-consumers/,Art.com,10/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/11/mission-health-notice-of-data-breach-to-consumers/,Mission Health,10/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/08/fix-my-blinds-notice-of-data-breach-to-consumers/,Fix My Blinds,10/8/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/07/sevila-saunders-huddleston-and-white-notice-of-data-breach-to-consumers/,Sevila Saunders Huddleston and White,10/7/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/04/professional-golfers-association-of-america-notice-of-data-breach-to-consumers/,Professional Golfers' Association of America,10/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/04/berman-mcaleer-notice-of-data-breach-to-consumers/,Berman McAleer,10/4/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/02/university-of-notice-of-data-breach-to-consumers/,University of,10/2/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/02/paragon-marketing-group-notice-of-data-breach-to-consumers/,Paragon Marketing Group,10/2/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/10/02/mcalisters-deli-moes-southwest-grill-schlotzskys-notice-of-data-breach-to-consumers/,"McAlisters Deli, Moe's Southwest Grill, Schlotzsky's",10/2/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/30/american-express-notice-of-data-breach-to-consumers/,American Express,9/30/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/26/doordash-inc-sbn-to-consumers/,DoorDash Inc,9/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/24/creighton-university-cornerstone-notice-of-data-breach-to-consumers/,Creighton University-Cornerstone,9/24/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/24/jewish-community-federation-notice-of-data-breach-to-consumers/,Jewish Community Federation,9/24/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/23/world-learning-notice-of-data-breach-to-consumers/,World Learning,9/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/23/covestro-llc-notice-of-data-breach-to-consumers/,Covestro LLC,9/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/23/discover-notice-of-data-breach-to-consumers-9/,Discover,9/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/20/presbyterian-healthcare-services-notice-of-data-breach-to-consumers/,Presbyterian Healthcare Services,9/20/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/13/amateur-athletic-union-sbn-to-consumers/,Amateur Athletic Union,9/13/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/11/peoples-injury-network-sbn-to-consumers/,Peoples Injury Network,9/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/11/cornerstone-building-brands-inc-sbn-to-consumers/,Cornerstone Building Brands Inc,9/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/11/ascension-data-analytics-llc-supplemental-sbn-to-consumers/,Ascension Data & Analytics LLC Supplemental,9/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/09/calibre-cpa-group-sbn-to-consumers/,Calibre CPA Group,9/9/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/09/05/penn-mar-human-services-sbn-to-consumers/,Penn-Mar Human Services,9/5/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/30/47-brand-notice-of-data-breach-to-consumers/,47 Brand,8/30/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/29/pw-companies-notice-of-data-breach-to-consumers/,PW Companies,8/29/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/29/carls-golfland-notice-of-data-breach-to-consumers/,Carls Golfland,8/29/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/28/communities-connected-for-kids-inc-sbn-to-consumers/,Communities Connected for Kids Inc,8/28/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/28/eye-safety-systems-inc-notice-of-data-breach-to-consumers/,Eye Safety Systems Inc,8/28/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/28/emcare-inc-sheridan-healthcorp-inc-supplemental-notice-of-data-breach-to-consumers/,EmCare Inc-Sheridan Healthcorp Inc Supplemental,8/28/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/27/mobius-executive-leadership-llc-notice-of-data-breach-to-consumers/,Mobius Executive Leadership LLC,8/27/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/26/connecticut-laborers-fund-notice-of-data-breach-to-consumers/,Connecticut Laborers Fund,8/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/26/creation-entertainment-notice-of-data-breach-to-consumers/,Creation Entertainment,8/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/26/ntca-the-rural-broadband-association-notice-of-data-breach-to-consumers/,NTCA-The Rural Broadband Association,8/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/22/alight-solutions-llc-notice-of-data-breach-to-consumers/,Alight Solutions LLC,8/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/22/ufc-notice-of-data-breach-to-consumers/,UFC,8/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/21/wise-health-system-notice-of-data-breach-to-consumers/,Wise Health System,8/21/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/21/discover-notice-of-data-breach-to-consumers-8/,Discover,8/21/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/20/ny-athletic-club-notice-of-data-breach-to-consumers/,NY Athletic Club,8/20/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/20/espresso-parts-llc-notice-of-data-breach-to-consumers/,Espresso Parts LLC,8/20/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/20/cornerstone-inc-notice-of-data-breach-to-consumers/,Cornerstone Inc,8/20/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/19/pelican-products-notice-of-data-breach-to-consumers/,Pelican Products,8/19/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/14/cable-one-notice-of-data-breach-to-consumers/,Cable One,8/14/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/14/medical-college-of-wisconsin-notice-of-data-breach-to-consumers/,Medical College of Wisconsin,8/14/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/12/gorman-brothers-inc-notice-of-data-breach-to-consumers/,"Gorman Brothers, Inc.",8/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/12/wind-river-environmenal-llc-notice-of-data-breach-to-consumers/,Wind River Environmenal LLC,8/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/05/jofit-notice-of-data-breach-to-consumers/,JoFit,8/5/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/05/weichert-co-notice-of-data-breach-to-consumers/,Weichert Co,8/5/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/05/craft-beer-guild-distributing-of-vermont-notice-of-data-breach-to-consumers/,Craft Beer Guild Distributing of Vermont,8/5/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/02/saveday-notice-of-data-breach-to-consumers/,SaveDay,8/2/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/02/national-baseball-hall-of-fame-and-museum-notice-of-data-breach-to-consumers/,National Baseball Hall of Fame and Museum,8/2/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/08/02/mount-sinai-medical-center-notice-of-data-breach-to-consumers/,Mount Sinai Medical Center,8/2/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/30/bioreference-laboratories-american-medical-collection-agency-sbn-to-consumers/,BioReference Laboratories- American Medical Collection Agency,7/30/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/29/ansys-sbn-to-consumers/,ANSYS,7/29/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/29/trusted-tours-attractions-sbn-to-consumers/,Trusted Tours & Attractions,7/29/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/26/eagles-nest-foundation-sbn-to-consumers/,Eagle's Nest Foundation,7/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/26/compunet-american-medical-collection-agency-sbn-to-consumers/,CompuNet - American Medical Collection Agency,7/26/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/24/intuit-notice-of-data-breach-to-consumers-2/,Intuit,7/24/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/24/robert-w-woodruff-arts-center-notice-of-data-breach-to-consumers/,Robert W. Woodruff Arts Center,7/24/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/23/graeters-ice-cream-company-notice-of-data-breach-to-consumers/,Graeters Ice Cream Company,7/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/23/the-party-source-inc-notice-of-data-breach-to-consumers/,The Party Source Inc.,7/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/23/scrapbook-com-llc-notice-of-data-breach-to-consumers/,"Scrapbook.com, LLC",7/23/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/22/woodstream-notice-of-data-breach-to-consumers/,Woodstream,7/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/22/discover-notice-of-data-breach-to-consumers-7/,Discover,7/22/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/19/dallas-computer-services-inc-notice-of-data-breach-to-consumers/,Dallas Computer Services Inc,7/19/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/18/cs-wholesale-grocers-inc-notice-of-data-breach-to-consumers/,C&S Wholesale Grocers Inc.,7/18/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/16/laboratory-corporation-of-america-notice-of-data-breach-to-consumers/,Laboratory Corporation of America,7/16/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/15/quest-incorporated-american-medical-collection-agency-notice-of-data-breach-to-consumers/,Quest Incorporated - American Medical Collection Agency,7/15/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/15/northwood-inc-notice-of-data-breach-to-consumers/,Northwood Inc,7/15/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/12/epoch-senior-living-tenx-systems-notice-of-data-breach-to-consumers/,Epoch Senior Living - TenX Systems,7/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/12/springhouse-inc-ten-x-systems-notice-of-data-breach-to-consumers/,Springhouse Inc - Ten X Systems,7/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/12/zero-water-zero-technologies-notice-of-data-breach-to-consumers/,Zero Water-Zero Technologies,7/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/12/otak-inc-notice-of-data-breach-to-consumers/,Otak Inc,7/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/12/oberlin-collge-notice-of-data-breach-to-consumers/,Oberlin Collge,7/12/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/11/sprint-notice-of-data-breach-to-consumers/,Sprint,7/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/11/university-of-vermont-notice-of-data-breach-to-consumers-2/,University of Vermont,7/11/2019,,,,,,,,
https://ago.vermont.gov/blog/2019/07/10/miller-kaplan-arase-llp-notice-of-data-breach-to-consumers/,Miller Kaplan Arase LLP,7/10/2019,,,,,,,,
